image_id,question,answer,label,prompts
2368127,How many horses are in the picture?,0,False,How many horses are in the picture? 0
2368231,How many bikes?,0,False,How many bikes? 0
2368231,How many bikes?,5,False,How many bikes? 5
2368246,How many motorcycles are in the photo?,0,False,How many motorcycles are in the photo? 0
2368246,How many motorcycles are in the photo?,5,False,How many motorcycles are in the photo? 5
2368257,How many animals are there?,7,False,How many animals are there? 7
2368287,How many trains are there?,5,False,How many trains are there? 5
2368299,How many animals are in the photo?,0,True,How many animals are in the photo? 0
2368299,How many white posts are there?,5,False,How many white posts are there? 5
2368299,How many white posts are there?,8,False,How many white posts are there? 8
2368302,How many ribbons are on the stuffed animal?,5,False,How many ribbons are on the stuffed animal? 5
2368392,How many people?,6,False,How many people? 6
2368392,How many people?,10,False,How many people? 10
2368472,How many people?,5,False,How many people? 5
2368601,How many buckets are stacked?,5,False,How many buckets are stacked? 5
2368601,How many buckets are stacked?,6,False,How many buckets are stacked? 6
2368663,How many vehicles can be seen?,5,True,How many vehicles can be seen? 5
2368670,How many types of vehicles are visible?,5,False,How many types of vehicles are visible? 5
2368686,How many numbers are on the ground?,0,False,How many numbers are on the ground? 0
1159371,How many water skiers are performing?,5,False,How many water skiers are performing? 5
2368772,How many people are pictured?,5,False,How many people are pictured? 5
2368772,How many people are pictured?,0,True,How many people are pictured? 0
2368847,How many wheels are there?,0,False,How many wheels are there? 0
2368847,How many wheels are there?,6,True,How many wheels are there? 6
1159396,How many people are smiling?,5,False,How many people are smiling? 5
1159396,How many people are in the picture?,0,False,How many people are in the picture? 0
2368862,How many horses are there?,0,False,How many horses are there? 0
2368889,How many umbrellas are there?,5,False,How many umbrellas are there? 5
2368889,How many umbrellas are there?,6,False,How many umbrellas are there? 6
2368929,How many animals are there?,6,False,How many animals are there? 6
2368929,How many animals are there?,7,False,How many animals are there? 7
2368929,How many animals are there?,8,False,How many animals are there? 8
2368996,How many eyes of the bird are in the photo?,0,False,How many eyes of the bird are in the photo? 0
2369098,How many stripes are on each shoe?,6,True,How many stripes are on each shoe? 6
2369128,How many zebras are there?,6,False,How many zebras are there? 6
2369128,How many zebras are there?,7,False,How many zebras are there? 7
2369128,How many zebras are there?,8,False,How many zebras are there? 8
2369136,How many cars are depicted?,5,False,How many cars are depicted? 5
2369136,How many cars are depicted?,6,False,How many cars are depicted? 6
2369228,How many people are in the photo?,5,False,How many people are in the photo? 5
2369228,How many people are in the photo?,6,False,How many people are in the photo? 6
2369228,How many people are in the photo?,7,False,How many people are in the photo? 7
2369264,How many train cars are in the photo?,5,False,How many train cars are in the photo? 5
2369278,How many people are in the image?,6,False,How many people are in the image? 6
2369278,How many people are in the image?,7,False,How many people are in the image? 7
2369278,How many people are in the image?,8,False,How many people are in the image? 8
2369278,How many people are in the image?,5,True,How many people are in the image? 5
2369286,How many zebras are there?,7,False,How many zebras are there? 7
2369307,How many people are in the picture?,11,False,How many people are in the picture? 11
2369307,How many people are in the picture?,14,False,How many people are in the picture? 14
2369307,How many people are in the picture?,10,False,How many people are in the picture? 10
2369307,How many people are in the picture?,15,True,How many people are in the picture? 15
2369309,How many people are visible?,5,True,How many people are visible? 5
2369309,How many skateboards?,5,False,How many skateboards? 5
2369309,How many skateboards?,6,False,How many skateboards? 6
2369309,How many skateboards?,9,False,How many skateboards? 9
2369346,How many elephants are there?,7,False,How many elephants are there? 7
2369351,How many cows looking at the camera?,5,True,How many cows looking at the camera? 5
2369398,How many people are in sight?,5,False,How many people are in sight? 5
2369398,How many people are in sight?,0,True,How many people are in sight? 0
2369399,How many bananas are in the bowl?,5,False,How many bananas are in the bowl? 5
2369399,How many bananas are in the bowl?,6,False,How many bananas are in the bowl? 6
2369399,How many bananas are in the bowl?,8,False,How many bananas are in the bowl? 8
2369492,How many legs does the sheep have?,5,False,How many legs does the sheep have? 5
2369680,How many people are in the photo?,0,True,How many people are in the photo? 0
2369705,How many planes are there?,5,False,How many planes are there? 5
2369705,How many planes are there?,6,True,How many planes are there? 6
2369733,How many players?,5,False,How many players? 5
2369733,How many players?,8,False,How many players? 8
2369755,How many drinks are there?,6,False,How many drinks are there? 6
2369773,How many vehicles are in the street?,8,False,How many vehicles are in the street? 8
2369773,How many vehicles are in the street?,6,True,How many vehicles are in the street? 6
2369773,How many people are on the sidewalk?,9,False,How many people are on the sidewalk? 9
2369773,How many people are on the sidewalk?,6,False,How many people are on the sidewalk? 6
2369773,How many people are on the sidewalk?,8,True,How many people are on the sidewalk? 8
285750,How many people are in the picture?,0,True,How many people are in the picture? 0
2369975,How many bananas are there?,18,False,How many bananas are there? 18
2369975,How many bananas are there?,19,False,How many bananas are there? 19
2369975,How many bananas are there?,20,False,How many bananas are there? 20
2369975,How many bananas are there?,17,True,How many bananas are there? 17
2370135,How many airplanes are there?,5,False,How many airplanes are there? 5
2370135,How many airplanes are there?,8,False,How many airplanes are there? 8
2370135,How many windows can you see on the front of the highest airplane?,5,False,How many windows can you see on the front of the highest airplane? 5
2370135,How many windows can you see on the front of the highest airplane?,9,False,How many windows can you see on the front of the highest airplane? 9
2382949,How many wine bottles are on the rack?,6,False,How many wine bottles are on the rack? 6
2382949,How many wine bottles are on the rack?,7,False,How many wine bottles are on the rack? 7
2382949,How many wine bottles are on the rack?,8,False,How many wine bottles are on the rack? 8
2370154,How many plates?,5,False,How many plates? 5
2370154,How many plates?,6,False,How many plates? 6
2370171,How many elephant?,8,False,How many elephant? 8
2339266,How many legs are in the photo?,8,False,How many legs are in the photo? 8
2339266,How many legs are in the photo?,6,True,How many legs are in the photo? 6
2370194,How many giraffe?,6,False,How many giraffe? 6
2370194,How many giraffe?,8,False,How many giraffe? 8
2370200,How many computers are there?,7,False,How many computers are there? 7
2370208,How many people are in the picture?,8,False,How many people are in the picture? 8
2370208,How many people are in the picture?,9,False,How many people are in the picture? 9
2370208,How many people are in the picture?,5,True,How many people are in the picture? 5
2370229,How many boys are shown?,9,False,How many boys are shown? 9
2370229,How many boys are shown?,8,False,How many boys are shown? 8
2370229,How many boys are shown?,6,False,How many boys are shown? 6
2370248,How many towels are there?,6,False,How many towels are there? 6
2370280,How many Cows can you see for sure?,7,False,How many Cows can you see for sure? 7
2370280,How many Cows can you see for sure?,8,False,How many Cows can you see for sure? 8
2370280,How many Cows can you see for sure?,9,False,How many Cows can you see for sure? 9
2370280,How many Cows can you see for sure?,5,True,How many Cows can you see for sure? 5
1159643,How many cars are there?,5,False,How many cars are there? 5
2370390,How many kites do you see?,7,False,How many kites do you see? 7
2370390,How many kites do you see?,14,False,How many kites do you see? 14
2370397,How many photos of bears are in the photo?,6,False,How many photos of bears are in the photo? 6
2370397,How many photos of bears are in the photo?,7,False,How many photos of bears are in the photo? 7
2370486,How many cars on the train?,6,False,How many cars on the train? 6
2370486,How many cars on the train?,7,False,How many cars on the train? 7
2370486,How many cars on the train?,8,False,How many cars on the train? 8
2370603,How many birds are in the picture?,8,False,How many birds are in the picture? 8
2370603,How many birds are in the picture?,6,False,How many birds are in the picture? 6
2370607,How many people are in this photo?,6,False,How many people are in this photo? 6
2370623,How many different fruits do you see in picture?,6,False,How many different fruits do you see in picture? 6
2370623,How many different fruits do you see in picture?,9,False,How many different fruits do you see in picture? 9
2370633,How many zebras are in the photo?,0,True,How many zebras are in the photo? 0
2370656,How many giraffes are shown?,8,False,How many giraffes are shown? 8
2370686,How many kites are shown?,6,False,How many kites are shown? 6
2370686,How many kites are shown?,7,False,How many kites are shown? 7
2370686,How many kites are shown?,8,False,How many kites are shown? 8
2370688,How many people are there?,0,False,How many people are there? 0
2383053,How many kids are pictured?,7,False,How many kids are pictured? 7
2383053,How many kids are pictured?,8,False,How many kids are pictured? 8
2383053,How many kids are pictured?,9,False,How many kids are pictured? 9
2370774,How many planes are in the picture?,7,False,How many planes are in the picture? 7
2370774,How many planes are in the picture?,8,False,How many planes are in the picture? 8
2370774,How many planes are in the picture?,9,False,How many planes are in the picture? 9
2370788,How many people are there?,0,False,How many people are there? 0
2370834,How many people are there in the picture?,7,False,How many people are there in the picture? 7
2370834,How many people are there in the picture?,8,False,How many people are there in the picture? 8
2370834,How many people are there in the picture?,9,True,How many people are there in the picture? 9
2370986,How many animals are there?,0,True,How many animals are there? 0
2370990,How many flowers are on the plate?,10,False,How many flowers are on the plate? 10
2370994,How many lights are there?,7,False,How many lights are there? 7
2370994,How many lights are there?,8,False,How many lights are there? 8
2370994,How many lights are there?,9,False,How many lights are there? 9
2371008,How many zebra?,0,False,How many zebra? 0
2371094,How many bikes are in the light?,7,False,How many bikes are in the light? 7
2371094,How many bikes are in the light?,8,False,How many bikes are in the light? 8
2371094,How many bikes are in the light?,9,False,How many bikes are in the light? 9
2371111,How many animals are in this picture?,0,True,How many animals are in this picture? 0
1159775,How many people are at the table?,8,False,How many people are at the table? 8
1159775,How many people are at the table?,7,True,How many people are at the table? 7
2371426,How many boards in the scene?,6,False,How many boards in the scene? 6
2371449,How many sandwich?,6,False,How many sandwich? 6
2371468,How many wheels does the vehicle have?,8,False,How many wheels does the vehicle have? 8
2371468,How many wheels does the vehicle have?,7,False,How many wheels does the vehicle have? 7
2371468,How many wheels does the vehicle have?,9,False,How many wheels does the vehicle have? 9
2371468,How many vehicles are there?,6,False,How many vehicles are there? 6
2371468,How many vehicles are there?,7,False,How many vehicles are there? 7
2371474,How many fingers are shown?,7,False,How many fingers are shown? 7
2371474,How many fingers are shown?,6,False,How many fingers are shown? 6
2371474,How many fingers are shown?,9,True,How many fingers are shown? 9
2371560,How many pizza slices are there?,7,False,How many pizza slices are there? 7
2371560,How many pizza slices are there?,8,True,How many pizza slices are there? 8
2371565,How many red boots are pictured?,6,False,How many red boots are pictured? 6
2371565,How many red boots are pictured?,8,False,How many red boots are pictured? 8
2371589,How many skateboards are in the image?,6,False,How many skateboards are in the image? 6
2371589,How many skateboards are in the image?,7,False,How many skateboards are in the image? 7
2371626,How many different types of food are shown?,6,False,How many different types of food are shown? 6
2371627,How many animals are shown?,0,True,How many animals are shown? 0
2371635,How many train cars are there?,9,False,How many train cars are there? 9
2371635,How many train cars are there?,6,True,How many train cars are there? 6
2371752,How many people are on the field?,6,False,How many people are on the field? 6
2371752,How many people are on the field?,8,False,How many people are on the field? 8
2371876,How many red ski poles are there?,6,False,How many red ski poles are there? 6
2371881,How many blue tubs are there?,6,False,How many blue tubs are there? 6
2371893,How many bikes are there?,12,False,How many bikes are there? 12
2371893,How many bikes are there?,13,False,How many bikes are there? 13
2371893,How many bikes are there?,14,False,How many bikes are there? 14
2371893,How many bikes are there?,11,True,How many bikes are there? 11
2371913,How many are they?,6,False,How many are they? 6
2371913,How many are they?,7,False,How many are they? 7
2339555,How many animals are in the pic?,8,False,How many animals are in the pic? 8
2339555,How many animals are in the pic?,9,False,How many animals are in the pic? 9
2371929,How many bushes are there?,7,False,How many bushes are there? 7
2371929,How many bushes are there?,9,False,How many bushes are there? 9
2371973,How many orange cone are there?,8,False,How many orange cone are there? 8
2371973,How many orange cone are there?,9,False,How many orange cone are there? 9
2371973,How many orange cone are there?,10,False,How many orange cone are there? 10
2371973,How many orange cone are there?,7,True,How many orange cone are there? 7
2371977,How many slats in the bench?,7,False,How many slats in the bench? 7
2371977,How many slats in the bench?,10,False,How many slats in the bench? 10
2371977,How many slats in the bench?,8,False,How many slats in the bench? 8
2371977,How many slats in the bench?,9,True,How many slats in the bench? 9
2372120,How many bats is the kid holding?,6,False,How many bats is the kid holding? 6
2372120,How many bats is the kid holding?,8,False,How many bats is the kid holding? 8
2372121,How many legs are on the bench?,6,False,How many legs are on the bench? 6
2372121,How many legs are on the bench?,8,False,How many legs are on the bench? 8
2372121,How many animals are in the photo?,6,False,How many animals are in the photo? 6
2372121,How many animals are in the photo?,0,True,How many animals are in the photo? 0
2372126,How many electronics are there?,6,False,How many electronics are there? 6
2372127,How many cars are there?,0,True,How many cars are there? 0
2372171,How many people are pictured?,7,False,How many people are pictured? 7
2372214,How many cows are there?,6,False,How many cows are there? 6
2372214,How many cows are there?,10,False,How many cows are there? 10
2372214,How many cows are there?,8,False,How many cows are there? 8
2372326,How many slalom poles are there?,6,False,How many slalom poles are there? 6
2372350,How many bananas are there?,0,False,How many bananas are there? 0
2372416,How many tusk are on the elephant?,0,False,How many tusk are on the elephant? 0
2372417,How many bowls of fries are there?,9,False,How many bowls of fries are there? 9
2372444,How many people are in front of the camera?,6,False,How many people are in front of the camera? 6
2372870,How many people are pictured?,0,True,How many people are pictured? 0
2372938,How many pieces of bacon?,6,False,How many pieces of bacon? 6
2373047,How many animals are there?,0,True,How many animals are there? 0
2339754,How many children are on the sidewalk?,6,False,How many children are on the sidewalk? 6
2373119,How many glasses are on the table?,7,False,How many glasses are on the table? 7
2373170,How many animals are visible in the picture?,0,False,How many animals are visible in the picture? 0
2373393,How many elephants?,0,False,How many elephants? 0
2373399,How many legs does this animal have?,6,False,How many legs does this animal have? 6
2373399,How many legs does this animal have?,8,False,How many legs does this animal have? 8
2373399,How many ears does this animal have?,6,False,How many ears does this animal have? 6
2373399,How many ears does this animal have?,8,False,How many ears does this animal have? 8
2373407,How many people are there?,0,True,How many people are there? 0
2373526,How many people?,11,False,How many people? 11
2373577,How many windows are in the closest car?,8,False,How many windows are in the closest car? 8
2373577,How many windows are in the closest car?,7,False,How many windows are in the closest car? 7
2373577,How many windows are in the closest car?,6,False,How many windows are in the closest car? 6
2373577,How many windows are in the closest car?,9,True,How many windows are in the closest car? 9
1160184,How many girls can be seen in the background?,6,False,How many girls can be seen in the background? 6
2373586,How many boats do you see?,6,False,How many boats do you see? 6
2373586,How many boats do you see?,9,False,How many boats do you see? 9
2373591,How many people are pictured?,0,True,How many people are pictured? 0
2373612,How many people are in the photo?,0,False,How many people are in the photo? 0
2373644,How many black cows are in the photo?,12,False,How many black cows are in the photo? 12
2373644,How many black cows are in the photo?,13,False,How many black cows are in the photo? 13
2373664,How many cows are there?,12,False,How many cows are there? 12
2373664,How many cows are there?,13,False,How many cows are there? 13
2373713,How many lights are orange?,7,False,How many lights are orange? 7
2373814,How many apples are there?,10,False,How many apples are there? 10
2373814,How many apples are there?,9,False,How many apples are there? 9
2373814,How many apples are there?,11,True,How many apples are there? 11
2373845,How many people are visible?,12,False,How many people are visible? 12
2373845,How many people are visible?,13,False,How many people are visible? 13
2373845,How many people are visible?,0,True,How many people are visible? 0
2373872,How many people are pictured?,6,False,How many people are pictured? 6
2373933,How many cakes?,12,True,How many cakes? 12
2374076,How many propellers does the plane have?,6,False,How many propellers does the plane have? 6
2374076,How many propellers does the plane have?,7,False,How many propellers does the plane have? 7
2374096,How many cars make up the train?,6,False,How many cars make up the train? 6
2374116,How many women are visible?,9,False,How many women are visible? 9
2374116,How many women are visible?,8,False,How many women are visible? 8
2374237,How many people riding the horses?,0,True,How many people riding the horses? 0
2374276,How many animals are shown?,9,False,How many animals are shown? 9
2374276,How many animals are shown?,8,False,How many animals are shown? 8
2374276,How many animals are shown?,7,False,How many animals are shown? 7
2374297,How many ears are visible?,6,False,How many ears are visible? 6
2374297,How many ears are visible?,8,False,How many ears are visible? 8
2374297,How many ears are visible?,7,False,How many ears are visible? 7
2374318,How many eggs?,8,False,How many eggs? 8
2374351,How many people do you see?,0,True,How many people do you see? 0
2374517,How many shadows are in the pic?,6,False,How many shadows are in the pic? 6
2374517,How many shadows are in the pic?,12,False,How many shadows are in the pic? 12
2374517,How many ears are visible?,6,False,How many ears are visible? 6
2374517,How many cows are there?,8,False,How many cows are there? 8
2374517,How many cows are there?,12,False,How many cows are there? 12
2374527,How many wheels are there?,8,False,How many wheels are there? 8
2374527,How many wheels are there?,9,False,How many wheels are there? 9
2374527,How many wheels are there?,10,False,How many wheels are there? 10
2374527,How many wheels are there?,7,True,How many wheels are there? 7
2374527,How many animals are there?,0,True,How many animals are there? 0
2374567,How many giraffe are shown?,6,False,How many giraffe are shown? 6
2374602,How many shoes are there?,6,False,How many shoes are there? 6
2374602,How many shoes are there?,8,False,How many shoes are there? 8
2374603,How many letters are in the word on the lower sign?,10,False,How many letters are in the word on the lower sign? 10
2374603,How many letters are in the word on the lower sign?,6,True,How many letters are in the word on the lower sign? 6
2374876,How many people are shown?,6,False,How many people are shown? 6
2374900,How many flags can be seen?,9,False,How many flags can be seen? 9
2374900,How many flags can be seen?,11,False,How many flags can be seen? 11
2374900,How many flags can be seen?,12,False,How many flags can be seen? 12
2374900,How many flags can be seen?,10,True,How many flags can be seen? 10
2374956,How many pillows are on the bed?,6,False,How many pillows are on the bed? 6
2374963,How many tires can be seen on the car?,7,False,How many tires can be seen on the car? 7
2374963,How many tires can be seen on the car?,6,False,How many tires can be seen on the car? 6
2374977,How many people are at the table?,6,False,How many people are at the table? 6
2375017,How many shoes are visible?,7,False,How many shoes are visible? 7
2375017,How many shoes are visible?,8,False,How many shoes are visible? 8
2375017,How many shoes are visible?,6,False,How many shoes are visible? 6
2375054,How many people are there?,6,False,How many people are there? 6
2375091,How many trucks?,6,False,How many trucks? 6
2375137,How many pictures are seen on the computer monitor?,7,False,How many pictures are seen on the computer monitor? 7
2375137,How many pictures are seen on the computer monitor?,8,False,How many pictures are seen on the computer monitor? 8
2375137,How many pictures are seen on the computer monitor?,9,False,How many pictures are seen on the computer monitor? 9
2375137,How many pictures are seen on the computer monitor?,6,True,How many pictures are seen on the computer monitor? 6
2375157,How many wheels of the board do you see?,9,False,How many wheels of the board do you see? 9
2375157,How many wheels of the board do you see?,8,False,How many wheels of the board do you see? 8
2375157,How many wheels of the board do you see?,7,False,How many wheels of the board do you see? 7
2375157,How many shoes do you see?,6,False,How many shoes do you see? 6
2375157,How many people are depicted?,6,False,How many people are depicted? 6
2375157,How many people are depicted?,7,False,How many people are depicted? 7
2375160,How many buildings are there?,8,False,How many buildings are there? 8
2375197,How many cars are in the picture?,8,False,How many cars are in the picture? 8
2375245,How many blue signs?,7,False,How many blue signs? 7
2375245,How many blue signs?,8,False,How many blue signs? 8
2375245,How many blue signs?,9,False,How many blue signs? 9
2375245,How many barriers?,7,False,How many barriers? 7
2375245,How many barriers?,8,False,How many barriers? 8
2375245,How many barriers?,9,False,How many barriers? 9
2375268,How many cars are on the train?,8,False,How many cars are on the train? 8
2375268,How many cars are on the train?,6,True,How many cars are on the train? 6
2375306,How many people are there?,0,True,How many people are there? 0
2375391,How many giraffes are there?,6,False,How many giraffes are there? 6
2375417,How many cows are there?,8,False,How many cows are there? 8
2375417,How many cows are there?,7,False,How many cows are there? 7
2375417,How many cows are there?,6,False,How many cows are there? 6
2375504,How many laptops are there?,7,False,How many laptops are there? 7
2375504,How many laptops are there?,8,False,How many laptops are there? 8
2375504,How many laptops are there?,9,False,How many laptops are there? 9
2375511,How many red signs are there?,8,False,How many red signs are there? 8
2375511,How many red signs are there?,6,False,How many red signs are there? 6
2375524,How many humans in the picture?,6,False,How many humans in the picture? 6
2375550,How many blue dividers are there?,9,False,How many blue dividers are there? 9
2375550,How many blue dividers are there?,8,False,How many blue dividers are there? 8
2375550,How many blue dividers are there?,6,False,How many blue dividers are there? 6
2375570,How many parking spaces are pictured?,6,False,How many parking spaces are pictured? 6
2375570,How many parking meters are in the picture?,8,False,How many parking meters are in the picture? 8
2375581,How many yellow signs are there?,0,False,How many yellow signs are there? 0
2375581,How many yellow signs are there?,6,False,How many yellow signs are there? 6
2375581,How many street signs are there?,0,False,How many street signs are there? 0
2375581,How many street signs are there?,6,True,How many street signs are there? 6
2375621,How many black olives are shown?,0,False,How many black olives are shown? 0
2375625,How many visible drawer handles?,6,False,How many visible drawer handles? 6
2375645,How many elephant tusks are visible in this picture?,0,False,How many elephant tusks are visible in this picture? 0
2375716,How many giraffe are shown?,8,False,How many giraffe are shown? 8
2375716,How many people are there?,6,False,How many people are there? 6
2375716,How many people are there?,9,False,How many people are there? 9
2375716,How many people are there?,0,True,How many people are there? 0
2375764,How many birds are in the photo?,9,False,How many birds are in the photo? 9
2375764,How many women are on the surfboard?,8,False,How many women are on the surfboard? 8
2375764,How many women are on the surfboard?,6,False,How many women are on the surfboard? 6
2376176,How many pieces are there?,8,False,How many pieces are there? 8
2376329,How many white flowers are there?,12,False,How many white flowers are there? 12
2376329,How many white flowers are there?,11,False,How many white flowers are there? 11
2376329,How many white flowers are there?,9,False,How many white flowers are there? 9
2376329,How many white flowers are there?,14,True,How many white flowers are there? 14
2376385,How many giraffes are pictured?,0,False,How many giraffes are pictured? 0
2376676,How many animals are there?,9,False,How many animals are there? 9
2376676,How many animals are there?,0,True,How many animals are there? 0
2376706,How many people are in this photo?,0,True,How many people are in this photo? 0
2376761,How many people are pictured?,8,False,How many people are pictured? 8
2376849,How many players?,9,False,How many players? 9
2376851,How many banana slices are on the righthand muffin?,7,False,How many banana slices are on the righthand muffin? 7
2376851,How many banana slices are on the righthand muffin?,9,False,How many banana slices are on the righthand muffin? 9
2376851,How many banana slices are on the righthand muffin?,10,False,How many banana slices are on the righthand muffin? 10
2376851,How many banana slices are on the righthand muffin?,8,True,How many banana slices are on the righthand muffin? 8
2376990,How many skis are in this picture?,8,False,How many skis are in this picture? 8
2377048,How many plates?,9,False,How many plates? 9
2377149,How many people are in the picture?,0,False,How many people are in the picture? 0
2377192,How many people are sitting at the table?,0,True,How many people are sitting at the table? 0
2377248,How many people are there?,8,False,How many people are there? 8
2377266,How many people are in the photo?,7,False,How many people are in the photo? 7
2377266,How many people are in the photo?,8,False,How many people are in the photo? 8
2377266,How many people are in the photo?,9,False,How many people are in the photo? 9
2377301,How many chairs are in the image?,7,False,How many chairs are in the image? 7
2377301,How many chairs are in the image?,9,False,How many chairs are in the image? 9
2377532,How many windows are visible on the yellow house?,7,True,How many windows are visible on the yellow house? 7
2377532,How many cars are fully visible?,0,False,How many cars are fully visible? 0
2377572,How many boys are in the photo?,9,False,How many boys are in the photo? 9
2377647,How many people are in the picture?,0,False,How many people are in the picture? 0
2377654,How many zebras are there?,8,False,How many zebras are there? 8
2377764,How many poles does he have?,0,False,How many poles does he have? 0
2377794,How many children are there?,9,False,How many children are there? 9
2377794,How many children are there?,10,False,How many children are there? 10
2377794,How many children are there?,11,False,How many children are there? 11
2377794,How many children are there?,8,True,How many children are there? 8
2377828,How many lights are there?,8,False,How many lights are there? 8
2377924,How many elephants are there?,0,False,How many elephants are there? 0
2377924,How many elephants are there?,8,False,How many elephants are there? 8
2377934,How many sandwich halves are there?,0,False,How many sandwich halves are there? 0
2377944,How many dogs are in the photo?,0,False,How many dogs are in the photo? 0
2377946,How many pillows are on the bed?,0,False,How many pillows are on the bed? 0
2377964,How many apples is the lady holding in her right hand?,0,False,How many apples is the lady holding in her right hand? 0
2378190,How many animals are in this picture?,0,True,How many animals are in this picture? 0
1591804,How many rugs are on the ground?,0,False,How many rugs are on the ground? 0
2378242,How many children are pictured?,7,False,How many children are pictured? 7
2378242,How many children are pictured?,8,False,How many children are pictured? 8
1591848,How many sinks are in the bathroom?,8,False,How many sinks are in the bathroom? 8
1591862,How many empty bowls are visible?,7,False,How many empty bowls are visible? 7
1591862,How many empty bowls are visible?,8,True,How many empty bowls are visible? 8
1591877,How many people are in the picture?,8,False,How many people are in the picture? 8
1591903,How many umbrellas are green?,7,False,How many umbrellas are green? 7
1591913,How many passengers do you see?,7,False,How many passengers do you see? 7
1591913,How many passengers do you see?,8,True,How many passengers do you see? 8
2378382,How many men are in the water?,7,False,How many men are in the water? 7
2378382,How many men are in the water?,9,False,How many men are in the water? 9
2378410,How many wheels are under the plane?,0,False,How many wheels are under the plane? 0
1591982,How many vases are on the table?,8,False,How many vases are on the table? 8
1591982,How many vases are on the table?,9,False,How many vases are on the table? 9
1591982,How many vases are on the table?,10,False,How many vases are on the table? 10
2378446,How many balls?,0,False,How many balls? 0
1592038,How many computers are there?,8,False,How many computers are there? 8
1592038,How many computers are there?,7,False,How many computers are there? 7
1592075,How many people do you see?,7,False,How many people do you see? 7
1592075,How many people do you see?,8,True,How many people do you see? 8
1592093,How many bottles do you see?,8,False,How many bottles do you see? 8
1592120,How many glasses have liquid in them?,8,False,How many glasses have liquid in them? 8
1592123,How many animals are there?,8,False,How many animals are there? 8
1592123,How many animals are there?,7,True,How many animals are there? 7
150376,How many airplanes are there?,11,False,How many airplanes are there? 11
2378613,How many parachutes are in the sky?,8,False,How many parachutes are in the sky? 8
2378613,How many parachutes are in the sky?,7,False,How many parachutes are in the sky? 7
2378613,How many parachutes are in the sky?,9,True,How many parachutes are in the sky? 9
2378627,How many birds are shown?,0,False,How many birds are shown? 0
2378627,How many people are shown?,0,True,How many people are shown? 0
1592231,How many stripes on the cross walk?,7,False,How many stripes on the cross walk? 7
1592231,How many stripes on the cross walk?,9,True,How many stripes on the cross walk? 9
150491,How many levels do the buildings have?,12,False,How many levels do the buildings have? 12
150491,How many levels do the buildings have?,13,False,How many levels do the buildings have? 13
1592295,How many planes are in the sky?,0,True,How many planes are in the sky? 0
1592315,How many bananas are hangng?,8,False,How many bananas are hangng? 8
1592315,How many green bunches of bananas do you see?,12,False,How many green bunches of bananas do you see? 12
1592377,How many men are there?,7,False,How many men are there? 7
1592431,How many people are visible?,7,False,How many people are visible? 7
1592443,How many animals are on the sand?,12,False,How many animals are on the sand? 12
1592443,How many animals are on the sand?,13,False,How many animals are on the sand? 13
1592500,How many people are here?,0,True,How many people are here? 0
1592518,How many lamps are there?,0,False,How many lamps are there? 0
1592542,How many green vegetables are on the table?,9,False,How many green vegetables are on the table? 9
1592598,How many candles are there?,18,False,How many candles are there? 18
1592598,How many candles are there?,19,False,How many candles are there? 19
1592598,How many candles are there?,17,True,How many candles are there? 17
1592644,How many people are shown in this image?,0,True,How many people are shown in this image? 0
1592651,How many motorcycles are being driven in the road?,12,False,How many motorcycles are being driven in the road? 12
1592651,How many motorcycles are being driven in the road?,13,False,How many motorcycles are being driven in the road? 13
1592684,How many cars are there?,7,True,How many cars are there? 7
2379167,How many people are in the photo?,0,True,How many people are in the photo? 0
1592746,How many silver candelabras are there?,7,False,How many silver candelabras are there? 7
2379349,How many chairs are at the table?,8,False,How many chairs are at the table? 8
2379355,How many emblems are on the floor?,0,False,How many emblems are on the floor? 0
1592935,How many people are there?,0,True,How many people are there? 0
1592943,How many soaring birds is there?,8,False,How many soaring birds is there? 8
2379406,How many elephants are visible?,8,False,How many elephants are visible? 8
2379406,How many elephants are visible?,7,True,How many elephants are visible? 7
2379406,How many juvenile elephants are in the picture?,7,False,How many juvenile elephants are in the picture? 7
2379406,How many juvenile elephants are in the picture?,8,False,How many juvenile elephants are in the picture? 8
2379428,How many olives are visible?,7,False,How many olives are visible? 7
2379428,How many olives are visible?,8,False,How many olives are visible? 8
1593036,How many tables are below the window?,8,False,How many tables are below the window? 8
1593036,How many lights are on?,8,False,How many lights are on? 8
1593037,How many chimneys does the rooftop hold?,9,False,How many chimneys does the rooftop hold? 9
1593037,How many upstairs windows are in the front?,8,False,How many upstairs windows are in the front? 8
1593082,How many lights are in tis picture?,20,False,How many lights are in tis picture? 20
1593082,How many lights are in tis picture?,8,False,How many lights are in tis picture? 8
1593133,How many adults are behind the bench?,7,False,How many adults are behind the bench? 7
1593136,How many trucks are parked in the grass?,7,False,How many trucks are parked in the grass? 7
2379575,How many horses?,0,False,How many horses? 0
1593153,How many pizzas do you see?,0,False,How many pizzas do you see? 0
2379640,How many pillows are there?,8,False,How many pillows are there? 8
1593228,How many total windows on the white train?,9,False,How many total windows on the white train? 9
1593228,How many total windows on the white train?,10,False,How many total windows on the white train? 10
1593228,How many total windows on the white train?,12,False,How many total windows on the white train? 12
1593228,How many white vehicles are noticeable?,10,False,How many white vehicles are noticeable? 10
2379900,How many doors are there?,7,False,How many doors are there? 7
2379981,How many elephants are there?,7,False,How many elephants are there? 7
2380042,How many stars?,11,False,How many stars? 11
2380042,How many stars?,0,False,How many stars? 0
